Player,Player_id,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Collin Sexton,sextoco01,46,18.3,2.9,4.1,47.8,41.2,89.4,54.7,16.8,2.3
Corey Kispert,kispeco01,44,11.4,3.0,1.6,44.7,35.3,86.9,55.0,11.0,0.7
Cory Joseph,josepco01,29,2.0,0.8,0.8,35.6,35.0,50.0,47.5,8.2,0.2
Craig Porter Jr.,portecr01,29,2.6,0.9,1.0,58.8,53.3,75.0,66.7,12.6,0.5
Cui Yongxi,cuiyo01,5,0.6,0.4,0.0,14.3,0.0,50.0,14.3,-10.8,-0.1
D'Angelo Russell,russeda01,40,13.2,2.9,5.3,41.2,34.0,88.9,50.5,15.6,1.9
D.J. Carton,cartodj01,4,0.8,1.0,0.8,14.3,0.0,100.0,14.3,-2.6,-0.1
DaQuan Jeffries,jeffrda01,16,5.3,2.6,0.9,44.9,37.5,87.5,55.8,11.2,0.6
Daeqwon Plowden,plowdda01,2,12.0,2.5,0.0,80.0,75.0,100.0,110.0,24.6,0.2
Daishen Nix,nixda01,3,0.3,1.3,1.0,0.0,0.0,50.0,0.0,-7.0,-0.1
Dalano Banton,bantoda01,38,8.8,1.9,2.2,41.0,35.7,70.3,48.8,15.0,0.5
Dalen Terry,terryda01,47,3.8,1.5,1.2,45.1,35.2,69.0,51.7,8.6,0.5
Dalton Knecht,knechda01,47,9.3,3.0,0.9,45.9,35.5,82.5,56.8,12.3,1.6
Damian Lillard,lillada01,40,25.0,4.6,7.3,44.6,38.0,92.2,54.3,21.4,5.4
Damion Lee,leeda03,12,3.2,0.8,0.6,33.3,15.8,100.0,37.5,11.9,-0.1
Daniel Gafford,gaffoda01,47,12.7,6.7,1.4,70.5,-,70.7,70.5,25.6,5.3
Daniel Theis,theisda01,38,4.3,4.3,1.6,47.3,24.3,83.8,50.8,12.2,1.0
Daniss Jenkins,jenkida01,3,0.0,0.0,0.0,0.0,0.0,-,0.0,-26.4,-0.1
Dario Šarić,saricda01,13,3.8,3.6,1.7,33.3,25.0,70.0,38.9,7.2,0.0
Dariq Whitehead,whiteda01,8,4.5,0.6,0.1,48.0,52.4,33.3,70.0,18.1,0.1
Darius Garland,garlada01,47,21.7,2.5,6.9,50.3,42.8,88.6,59.9,22.4,6.1
David Duke Jr.,dukeda01,2,1.5,1.0,1.0,20.0,0.0,50.0,20.0,-3.1,-0.1
David Roddy,roddyda01,27,4.5,2.6,1.1,47.3,37.2,81.8,55.9,11.9,0.5
Davion Mitchell,mitchda01,43,6.3,2.0,4.6,42.7,35.7,66.7,51.3,7.7,0.4
Day'Ron Sharpe,sharpda01,27,7.9,6.2,1.4,49.4,17.2,76.0,50.9,18.9,1.2
De'Aaron Fox,foxde01,45,25.0,5.0,6.1,46.9,32.2,82.9,52.1,19.0,3.7
De'Andre Hunter,huntede01,36,18.9,3.8,1.4,45.9,38.6,85.8,55.5,15.7,2.2
De'Anthony Melton,meltode01,6,10.3,3.3,2.8,40.7,37.1,62.5,52.8,13.5,0.2
DeAndre Jordan,jordade01,35,3.5,4.5,0.8,64.7,-,41.4,64.7,14.6,1.0
DeMar DeRozan,derozde01,44,21.8,3.8,3.6,48.4,32.5,86.1,51.1,17.2,3.8
Dean Wade,wadede01,35,6.0,5.1,1.6,40.8,34.9,52.0,55.3,11.3,2.1
Deandre Ayton,aytonde01,36,14.8,10.4,1.6,57.3,18.8,65.4,58.0,18.4,2.6
Dejounte Murray,murrade01,31,17.5,6.5,7.4,39.3,29.9,82.3,44.5,15.6,0.3
Delon Wright,wrighde01,26,2.5,1.8,1.8,26.8,24.5,56.3,34.1,7.4,0.2
Deni Avdija,avdijde01,47,14.9,6.5,3.5,47.0,34.6,78.1,54.1,16.5,2.9
Dennis Schröder,schrode01,47,14.4,2.6,5.5,41.8,35.8,84.2,50.1,12.8,1.7
Dereck Lively II,livelde01,32,9.1,7.8,2.6,70.1,-,63.8,70.1,20.6,3.4
Derrick Jones Jr.,jonesde02,47,10.3,3.7,0.9,51.7,36.2,78.1,57.9,13.8,3.1
Derrick White,whitede01,47,16.1,4.2,4.2,43.9,37.7,83.7,57.1,15.9,4.8
Desmond Bane,banede01,40,17.9,5.7,5.5,49.8,38.4,85.9,57.7,18.2,3.9
Devin Booker,bookede01,44,26.1,4.0,6.7,45.1,34.5,89.4,52.3,20.6,4.8
Devin Carter,cartede02,14,3.6,2.6,1.2,29.6,25.0,78.6,36.1,8.5,0.0
Devin Vassell,vassede01,32,16.1,3.6,3.0,43.2,35.4,75.7,51.3,13.4,0.8
Dillon Brooks,brookdi01,46,13.5,3.8,1.5,41.9,38.5,85.3,51.7,10.3,3.0
Dillon Jones,jonesdi01,29,2.0,2.1,0.9,32.4,18.4,57.1,37.5,6.5,0.3
Domantas Sabonis,sabondo01,46,20.6,14.3,6.5,59.8,46.0,76.6,64.0,23.6,7.6
Dominick Barlow,barlodo01,13,2.3,1.2,0.2,42.9,28.6,57.1,46.4,10.6,0.1
Donovan Clingan,clingdo01,37,5.1,6.4,0.7,52.3,27.3,69.4,54.3,16.4,1.3
Donovan Mitchell,mitchdo01,47,23.7,4.3,4.7,45.0,39.8,83.4,54.9,21.1,5.0
Donte DiVincenzo,divindo01,40,11.0,3.7,3.6,39.7,36.9,82.0,53.5,12.7,2.0
Dorian Finney-Smith,finnedo01,33,9.0,3.9,1.2,46.9,43.3,65.5,62.1,11.4,1.7
Doug McDermott,mcderdo01,31,3.4,0.5,0.1,42.4,43.1,60.0,60.6,8.5,0.3
Draymond Green,greendr01,35,8.3,6.0,5.5,41.6,35.7,59.7,51.0,11.7,1.5
Drew Eubanks,eubandr01,37,5.8,4.5,1.2,60.7,60.0,63.2,61.7,16.2,1.3
Drew Peterson,peterdr01,13,2.7,2.0,0.6,45.8,38.9,85.7,60.4,11.0,0.3
Dru Smith,smithdr01,14,6.2,2.6,1.6,50.8,53.3,75.0,63.9,13.4,0.7
Duncan Robinson,robindu01,45,11.2,2.4,2.7,42.1,38.0,89.5,55.8,11.9,1.7
Duop Reath,reathdu01,24,2.2,0.9,0.3,37.5,30.3,75.0,47.9,9.0,0.1
Dwight Powell,poweldw01,33,1.5,1.8,0.7,77.8,100.0,66.7,80.6,14.7,1.0
Dyson Daniels,daniedy01,45,13.7,5.3,3.8,46.9,32.3,60.8,51.6,14.5,2.5
E.J. Liddell,liddeej01,6,2.5,0.8,0.5,62.5,50.0,100.0,81.3,15.4,0.1
Elfrid Payton,paytoel01,7,6.7,3.4,6.9,50.0,0.0,50.0,50.0,14.8,0.0
Elijah Harkless,harklej01,9,3.6,2.3,0.9,31.4,28.0,50.0,41.4,8.3,0.1
Emoni Bates,batesem01,4,0.0,0.0,0.5,0.0,0.0,-,0.0,-8.9,-0.1
Enrique Freeman,freemen01,18,1.8,1.0,0.4,48.0,16.7,53.8,50.0,5.9,0.1
Eric Gordon,gordoer01,36,7.3,1.1,1.6,44.5,42.6,75.0,58.9,11.7,1.2
Evan Mobley,mobleev01,43,18.3,9.1,2.9,57.3,39.8,75.9,61.7,22.7,5.6
Franz Wagner,wagnefr01,31,24.9,5.4,5.2,46.0,30.8,87.2,51.2,22.3,3.5
Fred VanVleet,vanvlfr01,45,14.6,3.9,5.8,38.7,34.4,82.4,48.9,13.6,4.3
GG Jackson II,jacksgg01,8,9.0,3.6,0.9,38.0,27.0,80.0,45.1,9.7,0.0
Gabe Vincent,vincega01,40,5.0,1.3,1.3,40.0,32.8,50.0,51.1,6.1,0.3
Garrett Temple,templga01,17,0.6,0.6,0.6,20.0,14.3,100.0,23.3,8.1,0.0
Garrison Mathews,mathega01,41,7.9,1.9,1.3,39.4,39.3,82.9,56.1,11.5,1.4
Gary Harris,harriga01,23,3.9,1.1,0.4,40.0,35.5,50.0,53.8,7.3,0.4
Gary Payton II,paytoga02,38,5.2,3.1,1.3,54.2,21.3,71.4,57.5,14.4,1.3
Gary Trent Jr.,trentga02,43,9.6,2.3,1.0,42.6,41.7,88.9,56.4,10.4,1.5
Georges Niang,niangge01,49,8.8,3.7,1.3,47.9,40.4,80.0,60.9,11.5,2.0
Giannis Antetokounmpo,antetgi01,41,31.8,12.2,5.9,60.8,18.8,57.7,61.1,30.0,6.4
Goga Bitadze,bitadgo01,40,9.2,8.3,2.4,61.4,10.5,65.1,61.8,20.1,3.8
Gradey Dick,dickgr01,42,15.7,3.3,2.0,41.9,34.9,88.3,50.6,11.8,1.1
Grant Williams,willigr01,16,10.4,5.1,2.3,43.9,36.5,83.8,54.9,11.6,0.9
Grayson Allen,allengr01,40,10.9,3.4,1.9,45.7,43.2,83.1,61.8,14.6,2.2
Guerschon Yabusele,yabusgu01,46,11.0,5.5,2.0,51.5,40.2,71.1,61.4,15.2,3.0
Gui Santos,santogu01,25,4.0,2.7,1.2,47.3,40.4,64.7,60.1,12.0,0.7
Harrison Barnes,barneha02,47,11.7,4.0,1.8,50.3,41.6,80.2,60.0,14.0,3.4
Harrison Ingram,ingraha01,2,0.0,1.0,0.0,0.0,0.0,-,0.0,-5.8,0.0
Haywood Highsmith,highsha01,45,6.6,3.2,1.2,47.9,39.9,66.7,59.5,10.2,1.9
Herbert Jones,joneshe01,20,10.3,3.9,3.3,43.6,30.6,82.5,50.0,10.5,0.5
Hunter Tyson,tysonhu01,34,2.0,1.5,0.4,37.3,30.6,73.7,46.6,7.6,0.2
Immanuel Quickley,quickim01,11,15.5,2.2,5.7,40.0,36.9,92.1,48.6,16.4,0.6
Isaac Jones,jonesis01,24,3.6,1.4,0.3,66.7,25.0,56.0,67.6,13.4,0.4
Isaac Okoro,okorois01,28,5.8,2.1,1.6,42.7,39.7,72.0,54.6,10.4,1.3
Isaiah Collier,colliis01,40,5.9,2.8,5.2,39.2,22.2,61.9,42.9,6.7,-1.1
Isaiah Crawford,crawfis01,3,0.7,1.0,0.0,50.0,-,-,50.0,6.3,0.0
Isaiah Hartenstein,harteis01,28,11.5,12.5,4.3,55.4,0.0,64.8,55.4,19.0,3.6
Isaiah Jackson,jacksis01,5,7.0,5.6,1.0,60.9,-,50.0,60.9,18.5,0.3
Isaiah Joe,joeis01,44,9.7,2.5,1.4,43.1,39.9,73.1,58.7,13.3,2.9
Isaiah Stewart,stewais01,45,5.5,5.8,1.7,52.8,24.2,81.8,54.9,13.9,2.5
Isaiah Wong,wongis01,17,5.3,1.8,1.4,34.9,33.3,71.9,40.4,10.2,0.0
Ivica Zubac,zubaciv01,47,15.3,12.7,2.5,61.2,-,59.8,61.2,21.2,6.1
JD Davison,davisjd01,5,1.2,0.4,0.2,40.0,33.3,50.0,50.0,-4.6,-0.1
JT Thor,thorjt01,9,3.1,0.7,0.1,60.0,50.0,87.5,70.0,19.2,0.1
Ja Morant,moranja01,29,20.5,4.1,7.6,44.7,32.1,81.5,49.7,19.0,2.0
Ja'Kobe Walter,walteja01,30,7.2,2.4,1.5,38.6,28.9,69.6,45.5,9.0,0.2
Jabari Smith Jr.,smithja05,33,11.9,6.5,1.0,43.5,35.4,86.7,52.4,12.5,2.7
Jabari Walker,walkeja01,36,3.3,2.9,0.4,45.3,20.6,61.5,48.6,11.0,0.4
Jack McVeigh,mcveija01,6,1.3,0.7,0.2,27.3,25.0,-,36.4,4.4,0.0
Jacob Toppin,toppija01,16,0.4,0.7,0.3,30.0,0.0,-,30.0,4.5,0.0
Jaden Hardy,hardyja02,39,8.4,1.6,1.4,43.0,38.6,74.0,52.2,10.4,0.0
Jaden Ivey,iveyja01,30,17.6,4.1,4.0,46.0,40.9,73.3,53.6,15.1,1.1
Jaden McDaniels,mcdanja02,50,10.9,5.4,1.7,46.2,34.0,80.0,53.3,12.2,3.5
Jaden Springer,sprinja01,26,1.7,0.9,0.4,35.3,31.6,71.4,44.1,12.1,0.4
Jae Crowder,crowdja01,7,2.9,2.4,0.6,35.3,25.0,83.3,44.1,6.7,0.1
Jae'Sean Tate,tateja01,30,4.0,2.1,0.9,49.5,30.0,66.7,52.7,13.0,1.0
Jaime Jaquez Jr.,jaqueja01,42,9.3,4.7,2.7,44.1,30.2,74.3,48.1,13.3,1.5
Jake LaRavia,laravja01,46,7.5,4.5,2.9,49.2,44.4,71.3,57.5,13.6,2.7
Jakob Poeltl,poeltja01,44,14.4,10.3,2.9,61.1,0.0,65.5,61.1,19.2,4.1
Jalen Bridges,bridgja01,4,0.3,0.8,0.0,0.0,0.0,50.0,0.0,-9.1,-0.1
Jalen Brunson,brunsja01,49,26.0,2.9,7.6,48.9,40.0,81.4,55.3,22.3,6.9
Jalen Duren,durenja01,47,10.7,10.0,2.3,70.3,-,66.4,70.3,20.2,4.8
Jalen Green,greenja05,49,21.5,4.3,2.8,42.9,35.0,87.4,50.9,15.2,3.3
Jalen Hood-Schifino,hoodsja01,2,2.0,0.5,0.5,100.0,-,100.0,100.0,11.6,0.0
Jalen Johnson,johnsja05,36,18.9,10.0,5.0,50.0,31.2,74.6,54.1,17.4,2.4
Jalen Pickett,pickeja02,20,2.6,0.9,1.5,43.5,41.7,100.0,54.3,11.2,0.3
Jalen Smith,smithja04,45,8.3,5.6,0.8,46.7,34.2,83.6,56.0,18.7,2.1
Jalen Suggs,suggsja01,35,16.2,4.0,3.7,41.0,31.4,88.2,48.9,14.5,1.1
Jalen Williams,willija06,45,21.1,5.6,5.2,47.5,34.7,78.1,52.5,19.7,5.1
Jalen Wilson,wilsoja03,48,9.6,3.5,1.9,39.2,30.9,84.2,47.5,8.5,0.7
Jamal Cain,cainja01,19,3.8,2.4,0.5,44.8,32.3,62.5,53.4,11.1,0.3
Jamal Murray,murraja01,44,20.4,4.0,6.1,45.9,36.0,87.5,52.1,16.9,3.5
Jamal Shead,sheadja01,43,5.4,1.1,3.4,41.2,35.4,75.0,49.1,8.6,0.0
James Harden,hardeja01,46,21.6,5.8,8.4,39.7,34.6,89.3,48.6,18.9,4.0
James Johnson,johnsja01,9,0.9,0.4,0.3,50.0,0.0,0.0,50.0,2.6,-0.1
James Wiseman,wisemja01,1,6.0,1.0,0.0,50.0,0.0,100.0,50.0,31.8,0.0
Jamison Battle,battlja01,34,5.5,1.8,0.9,45.8,41.5,85.7,61.3,12.7,0.9
Jarace Walker,walkeja02,47,6.3,3.3,1.5,47.2,38.1,62.5,57.0,12.0,1.0
Jared Butler,butleja02,32,6.9,1.3,2.6,48.3,36.6,77.8,52.6,17.9,0.6
Jared McCain,mccaija01,23,15.3,2.4,2.6,46.0,38.3,87.5,55.3,15.6,0.9
Jared Rhoden,rhodeja01,4,1.0,1.0,0.5,25.0,0.0,-,25.0,5.5,-0.1
Jaren Jackson Jr.,jacksja02,48,23.3,6.1,2.2,49.7,36.2,78.1,55.5,21.2,5.0
Jarred Vanderbilt,vandeja01,4,2.5,5.3,1.5,38.5,0.0,-,38.5,17.6,0.2
Jarrett Allen,allenja01,49,13.7,10.0,1.9,70.6,0.0,73.3,70.6,22.2,7.2
Javonte Green,greenja02,45,6.0,3.6,0.9,44.9,36.8,75.8,53.4,11.2,1.4
Jaxson Hayes,hayesja02,26,5.3,4.0,0.8,67.5,0.0,76.9,67.5,14.8,1.4
Jay Huff,huffja01,43,7.9,2.3,0.7,52.4,41.7,77.1,66.3,18.2,2.1
Jaylen Brown,brownja02,43,23.3,6.1,4.8,45.9,32.1,73.7,51.2,17.9,3.7
Jaylen Clark,clarkja02,8,3.3,1.4,0.5,39.1,30.0,83.3,45.7,10.9,0.2
Jaylen Martin,martija02,3,1.0,0.0,0.0,50.0,100.0,-,75.0,13.1,0.0
Jaylen Nowell,nowelja01,8,8.4,2.5,2.3,35.6,29.6,63.6,41.1,7.7,-0.2
Jaylen Wells,wellsja01,50,11.4,3.2,1.7,44.4,37.9,84.1,54.7,11.3,2.8
Jaylin Williams,willija07,21,6.0,5.3,2.4,42.3,35.5,100.0,54.5,16.0,1.4
Jaylon Tyson,tysonja01,31,3.0,2.1,0.8,43.2,33.3,73.3,50.0,10.9,0.6
Jayson Tatum,tatumja01,47,26.9,8.9,5.7,45.6,35.6,80.0,54.6,22.0,6.4
Jazian Gortman,gortmja01,16,1.5,0.3,0.4,39.1,36.4,50.0,47.8,6.6,0.0
Jeenathan Williams,willije02,6,2.7,0.5,0.2,77.8,50.0,-,88.9,32.0,0.1
Jeff Dowtin,dowtije01,22,3.7,1.2,1.5,40.5,27.3,70.6,44.3,11.8,0.3
Jeff Green,greenje02,14,4.1,1.3,0.2,53.8,33.3,77.8,64.1,11.2,0.4
Jerami Grant,grantje01,38,14.6,3.3,2.3,38.4,37.9,84.4,47.9,11.7,1.4
Jeremiah Robinson-Earl,robinje02,41,5.6,4.8,1.2,44.4,30.4,86.2,51.5,12.8,1.1
Jeremy Sochan,sochaje01,28,11.9,7.5,2.6,52.5,32.6,71.2,55.3,15.8,1.6
Jericho Sims,simsje01,38,1.7,3.4,0.6,60.9,-,61.5,60.9,9.9,0.9
Jett Howard,howarje01,42,4.5,1.2,0.6,37.6,32.0,83.3,48.9,8.6,0.4
Jevon Carter,carteje01,22,3.5,0.9,0.7,42.2,39.1,75.0,56.3,14.4,0.2
Jimmy Butler,butleji01,25,17.0,5.2,4.8,54.0,36.1,80.1,56.5,22.9,3.7
Jock Landale,landajo01,24,3.3,2.8,0.9,42.6,50.0,61.5,45.6,13.9,0.6
Joe Ingles,inglejo01,12,0.8,0.3,1.1,44.4,40.0,-,55.6,6.3,0.1
Joel Embiid,embiijo01,13,24.4,7.9,3.8,45.2,32.7,92.0,48.9,25.0,1.2
John Collins,collijo01,31,18.1,8.3,2.3,53.5,45.5,87.0,59.4,19.5,2.3
John Konchar,konchjo01,26,2.8,4.0,1.1,41.5,31.1,83.3,52.3,11.2,1.0
Johnny Davis,davisjo06,33,2.4,1.2,0.3,41.0,24.1,60.0,45.5,10.3,0.0
Johnny Furphy,furphjo01,31,2.0,1.1,0.3,38.2,34.4,100.0,48.2,8.4,0.2
Johnny Juzang,juzanjo01,32,7.3,2.8,1.0,41.8,40.0,88.0,56.1,11.2,0.9
Jonas Valančiūnas,valanjo01,49,11.5,8.2,2.2,54.7,25.9,89.6,55.6,20.7,2.2
Jonathan Isaac,isaacjo01,45,6.2,4.9,0.5,40.9,25.0,66.7,46.9,16.8,2.2
Jonathan Kuminga,kuminjo01,32,16.8,5.0,2.2,45.9,34.5,63.9,50.6,16.6,1.4
Jonathan Mogbo,mogbojo01,36,5.1,4.1,1.6,46.4,32.0,72.9,49.0,13.2,1.1
Jordan Clarkson,clarkjo01,26,16.1,3.2,3.7,41.2,35.9,81.8,49.3,15.4,0.6
Jordan Hawkins,hawkijo01,32,10.8,2.5,0.9,36.4,32.8,83.1,46.1,9.7,-0.3
Jordan McLaughlin,mclaujo01,28,1.9,0.8,0.9,36.4,38.5,68.8,47.7,9.3,0.2
Jordan Miller,millejo02,29,4.9,1.8,1.1,42.9,22.2,78.8,46.0,11.4,0.5
Jordan Poole,poolejo01,42,20.3,3.1,4.8,41.4,39.1,86.4,52.6,15.4,0.7
Jordan Walsh,walshjo01,34,1.6,1.1,0.3,35.2,28.9,50.0,45.4,6.5,0.2
Jose Alvarado,alvarjo01,27,9.6,2.0,4.1,40.5,41.0,79.4,54.2,14.9,1.1
Josh Christopher,chrisjo01,8,0.8,0.4,0.5,28.6,0.0,50.0,28.6,-0.8,-0.1
Josh Giddey,giddejo01,46,11.7,7.4,6.6,44.3,32.9,75.0,50.4,15.2,2.1
Josh Green,greenjo02,44,7.5,2.8,1.5,44.0,41.6,70.8,56.0,8.4,1.8
Josh Hart,hartjo01,49,14.3,9.7,5.8,56.3,34.6,81.5,62.1,18.1,7.1
Josh Minott,minotjo01,30,2.7,1.1,0.4,47.1,24.1,81.8,52.2,13.1,0.5
Josh Okogie,okogijo01,32,6.9,3.0,0.8,47.3,38.5,72.5,54.8,16.9,1.2
Josh Richardson,richajo01,8,4.0,1.5,1.5,28.9,27.3,100.0,36.8,4.4,-0.1
Jrue Holiday,holidjr01,43,11.1,4.3,3.7,44.2,34.5,89.3,53.9,13.2,3.3
Julian Champagnie,champju02,47,10.6,4.3,1.2,41.8,36.5,90.2,55.3,11.6,1.5
Julian Phillips,phillju01,48,4.3,2.0,0.4,43.8,31.9,70.7,52.4,9.5,0.7
Julian Strawther,strawju01,50,9.4,2.1,1.3,43.9,36.8,82.2,54.1,10.4,1.4
Julius Randle,randlju01,48,18.9,7.2,4.5,47.0,32.1,81.1,52.2,17.2,4.2
Justin Champagnie,champju01,31,7.7,4.6,1.0,51.1,37.9,65.5,60.2,15.6,1.1
Justin Edwards,edwarju01,19,7.5,3.1,1.3,46.6,35.2,66.7,57.3,10.8,0.6
Justin Minaya,minayju01,6,0.0,0.5,0.3,0.0,-,-,0.0,6.3,0.0
Jusuf Nurkić,nurkiju01,25,8.6,9.2,1.9,45.4,32.2,69.6,51.2,12.7,0.6
KJ Martin,martike04,24,6.4,3.0,0.8,61.6,38.1,82.8,65.7,12.5,1.2
KJ Simpson,simpskj01,17,5.4,2.4,2.2,27.8,14.9,80.0,31.0,6.8,-0.2
Kai Jones,joneska01,27,2.2,1.7,0.4,71.4,0.0,75.0,71.4,14.4,0.7
Karl-Anthony Towns,townska01,45,24.3,13.5,3.4,53.2,41.9,83.7,59.2,24.9,7.3
Karlo Matković,matkoka01,12,1.8,2.9,0.7,39.1,40.0,100.0,43.5,10.5,0.0
Kawhi Leonard,leonaka01,11,16.4,4.5,2.5,47.4,34.0,71.4,52.9,17.7,0.4
Keaton Wallace,wallake01,22,5.9,1.5,2.4,42.2,35.0,100.0,51.3,9.9,0.3
Keegan Murray,murrake02,46,12.1,7.1,1.4,43.6,32.6,81.6,52.0,11.3,2.5
Kel'el Ware,wareke01,32,8.4,5.0,0.6,55.6,40.7,72.7,61.6,18.5,1.7
Keldon Johnson,johnske04,44,12.3,4.8,1.4,45.8,30.5,76.5,51.5,14.3,1.8
Kelly Olynyk,olynyke01,22,6.9,3.3,2.3,51.0,48.6,78.0,59.5,15.3,0.7
Kelly Oubre Jr.,oubreke01,45,14.4,6.4,1.9,45.9,29.3,74.8,51.0,13.5,2.3
Kenrich Williams,willike04,37,5.8,3.3,1.0,49.7,36.6,88.2,58.6,14.5,1.9
Kentavious Caldwell-Pope,caldwke01,48,9.0,2.0,1.8,41.6,31.1,87.7,51.2,9.5,2.6
Keon Ellis,elliske01,47,7.6,2.4,1.3,46.9,43.0,86.3,62.0,13.7,2.7
Keon Johnson,johnske07,47,9.4,3.3,1.9,37.2,29.3,76.4,44.9,9.0,-0.2
Keshad Johnson,johnske10,10,1.6,1.7,0.3,58.3,25.0,16.7,62.5,11.2,0.1
Kessler Edwards,edwarke02,20,1.3,1.6,0.5,37.0,26.7,100.0,44.4,7.3,0.2
Kevin Durant,duranke01,39,26.9,6.1,4.2,52.4,39.8,82.7,58.7,21.7,3.5
Kevin Huerter,huertke01,43,7.9,2.8,1.7,41.3,30.2,71.4,51.3,10.6,0.9
Kevin Love,loveke01,18,5.8,4.2,1.1,35.4,36.2,68.4,46.0,16.6,0.3
Kevin Porter Jr.,porteke02,44,9.4,3.6,3.2,42.3,24.0,64.5,45.4,12.3,0.3
Kevon Looney,looneke01,43,5.2,6.9,1.8,52.2,0.0,50.0,52.2,18.2,2.6
Keyonte George,georgke01,38,16.2,3.6,5.8,38.9,33.7,80.4,48.3,12.6,0.5
Khris Middleton,middlkh01,23,12.6,3.7,4.4,51.2,40.7,84.8,59.5,18.0,1.7
Klay Thompson,thompkl01,43,13.5,3.4,2.0,41.2,39.0,90.0,54.1,12.8,1.4
Kobe Brown,brownko01,19,2.8,2.3,0.6,48.9,25.0,75.0,53.2,13.8,0.4
Kobe Bufkin,bufkiko01,10,5.3,2.1,1.7,38.3,21.1,72.2,42.6,10.6,0.0
Kris Dunn,dunnkr01,42,6.0,3.2,2.7,42.3,30.5,50.0,50.2,10.2,1.7
Kris Murray,murrakr01,41,4.1,2.2,0.9,45.8,26.2,43.8,51.0,10.2,0.4
Kristaps Porziņģis,porzikr01,25,19.2,7.1,2.1,47.6,41.6,83.2,57.2,23.5,3.5
Kyle Anderson,anderky01,36,5.3,3.1,2.3,45.0,36.5,66.7,50.6,15.0,1.4
Kyle Filipowski,filipky01,38,6.0,4.7,1.8,48.0,30.6,62.7,54.2,11.8,0.9
Kyle Kuzma,kuzmaky01,32,15.2,5.8,2.5,42.0,28.1,60.2,46.9,10.7,-1.3
Kyle Lowry,lowryky01,30,4.3,2.0,2.8,36.2,35.0,82.8,49.5,10.3,1.1
Kylor Kelley,kelleky01,3,5.7,5.7,0.3,77.8,-,75.0,77.8,17.1,0.2
Kyrie Irving,irvinky01,39,24.3,4.6,4.8,47.9,41.5,90.1,55.9,19.7,4.1
Kyshawn George,georgky01,44,7.5,3.7,2.2,34.7,28.6,77.4,44.6,7.3,-0.5
LaMelo Ball,ballla01,31,28.2,5.3,7.3,41.9,33.7,82.0,50.8,21.2,2.3
Landry Shamet,shamela01,19,2.7,0.8,0.4,40.4,29.0,25.0,49.0,6.3,0.0
Larry Nance Jr.,nancela02,20,8.5,4.5,1.6,51.2,45.3,80.0,62.4,16.7,1.1
Lauri Markkanen,markkla01,37,19.3,6.2,1.7,42.4,35.2,86.1,52.6,16.7,2.4
LeBron James,jamesle01,44,24.0,7.6,9.1,51.3,37.9,76.7,57.0,22.8,4.5
Leonard Miller,millele01,5,1.6,1.6,0.0,14.3,0.0,100.0,14.3,12.3,0.0
Lester Quiñones,quinole01,4,2.3,1.0,0.3,50.0,0.0,100.0,50.0,8.5,-0.1
Liam Robbins,robbili01,13,0.7,0.9,0.2,25.0,0.0,50.0,25.0,2.7,-0.1
Lindy Waters III,waterli01,38,5.5,2.6,1.1,37.1,33.1,72.7,49.0,8.6,0.7
Lonzo Ball,balllo01,29,7.2,3.4,3.5,36.9,34.8,85.7,51.3,13.3,1.2
Luguentz Dort,dortlu01,46,9.9,4.3,1.7,42.2,42.0,82.1,56.6,11.5,4.0
Luka Dončić,doncilu01,22,28.1,8.3,7.8,46.4,35.4,76.7,54.4,24.5,2.9
Luka Garza,garzalu01,18,3.6,1.3,0.1,49.0,29.4,75.0,53.9,17.9,0.2
Luke Kennard,kennalu01,37,9.8,2.9,3.5,48.0,48.5,87.8,64.1,15.5,2.8
Luke Kornet,kornelu01,44,5.1,5.0,1.5,64.3,-,76.3,64.3,19.0,3.7
Luke Travers,travelu01,6,1.3,1.0,0.8,42.9,0.0,100.0,42.9,7.9,0.1
Mac McClung,mccluma01,1,0.0,1.0,2.0,-,-,-,-,14.7,0.0
Malaki Branham,branhma01,30,4.5,1.1,0.9,43.4,39.6,85.0,52.7,9.2,-0.1
Malcolm Brogdon,brogdma01,20,13.4,4.1,4.1,43.5,30.0,86.6,47.1,15.9,0.6
Malevy Leons,leonsma01,6,0.3,0.5,0.2,0.0,0.0,50.0,0.0,-2.3,0.0
Malik Beasley,beaslma01,50,16.3,2.9,1.8,43.4,41.3,67.5,57.9,15.0,2.8
Malik Monk,monkma01,41,18.2,3.8,5.9,44.9,33.1,87.7,52.6,16.6,2.8
MarJon Beauchamp,beaucma01,25,2.1,1.2,0.3,38.3,33.3,75.0,45.7,8.5,-0.1
Marcus Sasser,sassema01,39,5.9,1.3,2.2,46.1,33.7,91.7,54.7,13.4,1.1
Marcus Smart,smartma01,18,9.2,2.3,3.8,37.3,33.3,83.3,47.5,12.3,0.7
Mark Williams,willima07,22,16.0,9.8,2.5,59.7,0.0,77.6,59.7,27.5,3.0
Markieff Morris,morrima02,7,1.7,1.1,0.6,22.7,15.4,-,27.3,0.0,-0.2
Marvin Bagley III,baglema01,19,4.9,2.9,0.4,53.5,20.0,65.2,54.9,20.1,0.3
Mason Jones,jonesma05,4,1.3,1.8,2.3,40.0,0.0,50.0,40.0,18.3,0.1
